"_shards__total","_shards__successful","_shards__failed","_all__|","_all__|__docs__count","_all__|__docs__deleted","_all__|__store__size_in_bytes","_all__|__indexing__index_total","_all__|__indexing__index_time_in_millis","_all__|__indexing__index_current","_all__|__indexing__index_failed","_all__|__indexing__delete_total","_all__|__indexing__delete_time_in_millis","_all__|__indexing__delete_current","_all__|__indexing__noop_update_total","_all__|__indexing__is_throttled","_all__|__indexing__throttle_time_in_millis","_all__|__get__total","_all__|__get__time_in_millis","_all__|__get__exists_total","_all__|__get__exists_time_in_millis","_all__|__get__missing_total","_all__|__get__missing_time_in_millis","_all__|__get__current","_all__|__search__open_contexts","_all__|__search__query_total","_all__|__search__query_time_in_millis","_all__|__search__query_current","_all__|__search__fetch_total","_all__|__search__fetch_time_in_millis","_all__|__search__fetch_current","_all__|__search__scroll_total","_all__|__search__scroll_time_in_millis","_all__|__search__scroll_current","_all__|__search__suggest_total","_all__|__search__suggest_time_in_millis","_all__|__search__suggest_current","_all__|__merges__current","_all__|__merges__current_docs","_all__|__merges__current_size_in_bytes","_all__|__merges__total","_all__|__merges__total_time_in_millis","_all__|__merges__total_docs","_all__|__merges__total_size_in_bytes","_all__|__merges__total_stopped_time_in_millis","_all__|__merges__total_throttled_time_in_millis","_all__|__merges__total_auto_throttle_in_bytes","_all__|__refresh__total","_all__|__refresh__total_time_in_millis","_all__|__refresh__listeners","_all__|__flush__total","_all__|__flush__periodic","_all__|__flush__total_time_in_millis","_all__|__warmer__current","_all__|__warmer__total","_all__|__warmer__total_time_in_millis","_all__|__query_cache__memory_size_in_bytes","_all__|__query_cache__total_count","_all__|__query_cache__hit_count","_all__|__query_cache__miss_count","_all__|__query_cache__cache_size","_all__|__query_cache__cache_count","_all__|__query_cache__evictions","_all__|__fielddata__memory_size_in_bytes","_all__|__fielddata__evictions","_all__|__completion__size_in_bytes","_all__|__segments__count","_all__|__segments__memory_in_bytes","_all__|__segments__terms_memory_in_bytes","_all__|__segments__stored_fields_memory_in_bytes","_all__|__segments__term_vectors_memory_in_bytes","_all__|__segments__norms_memory_in_bytes","_all__|__segments__points_memory_in_bytes","_all__|__segments__doc_values_memory_in_bytes","_all__|__segments__index_writer_memory_in_bytes","_all__|__segments__version_map_memory_in_bytes","_all__|__segments__fixed_bit_set_memory_in_bytes","_all__|__segments__max_unsafe_auto_id_timestamp","_all__|__translog__operations","_all__|__translog__size_in_bytes","_all__|__translog__uncommitted_operations","_all__|__translog__uncommitted_size_in_bytes","_all__|__translog__earliest_last_modified_age","_all__|__request_cache__memory_size_in_bytes","_all__|__request_cache__evictions","_all__|__request_cache__hit_count","_all__|__request_cache__miss_count","_all__|__recovery__current_as_source","_all__|__recovery__current_as_target","_all__|__recovery__throttle_time_in_millis","indices__nse__|","indices__nse__|__docs__count","indices__nse__|__docs__deleted","indices__nse__|__store__size_in_bytes","indices__nse__|__indexing__index_total","indices__nse__|__indexing__index_time_in_millis","indices__nse__|__indexing__index_current","indices__nse__|__indexing__index_failed","indices__nse__|__indexing__delete_total","indices__nse__|__indexing__delete_time_in_millis","indices__nse__|__indexing__delete_current","indices__nse__|__indexing__noop_update_total","indices__nse__|__indexing__is_throttled","indices__nse__|__indexing__throttle_time_in_millis","indices__nse__|__get__total","indices__nse__|__get__time_in_millis","indices__nse__|__get__exists_total","indices__nse__|__get__exists_time_in_millis","indices__nse__|__get__missing_total","indices__nse__|__get__missing_time_in_millis","indices__nse__|__get__current","indices__nse__|__search__open_contexts","indices__nse__|__search__query_total","indices__nse__|__search__query_time_in_millis","indices__nse__|__search__query_current","indices__nse__|__search__fetch_total","indices__nse__|__search__fetch_time_in_millis","indices__nse__|__search__fetch_current","indices__nse__|__search__scroll_total","indices__nse__|__search__scroll_time_in_millis","indices__nse__|__search__scroll_current","indices__nse__|__search__suggest_total","indices__nse__|__search__suggest_time_in_millis","indices__nse__|__search__suggest_current","indices__nse__|__merges__current","indices__nse__|__merges__current_docs","indices__nse__|__merges__current_size_in_bytes","indices__nse__|__merges__total","indices__nse__|__merges__total_time_in_millis","indices__nse__|__merges__total_docs","indices__nse__|__merges__total_size_in_bytes","indices__nse__|__merges__total_stopped_time_in_millis","indices__nse__|__merges__total_throttled_time_in_millis","indices__nse__|__merges__total_auto_throttle_in_bytes","indices__nse__|__refresh__total","indices__nse__|__refresh__total_time_in_millis","indices__nse__|__refresh__listeners","indices__nse__|__flush__total","indices__nse__|__flush__periodic","indices__nse__|__flush__total_time_in_millis","indices__nse__|__warmer__current","indices__nse__|__warmer__total","indices__nse__|__warmer__total_time_in_millis","indices__nse__|__query_cache__memory_size_in_bytes","indices__nse__|__query_cache__total_count","indices__nse__|__query_cache__hit_count","indices__nse__|__query_cache__miss_count","indices__nse__|__query_cache__cache_size","indices__nse__|__query_cache__cache_count","indices__nse__|__query_cache__evictions","indices__nse__|__fielddata__memory_size_in_bytes","indices__nse__|__fielddata__evictions","indices__nse__|__completion__size_in_bytes","indices__nse__|__segments__count","indices__nse__|__segments__memory_in_bytes","indices__nse__|__segments__terms_memory_in_bytes","indices__nse__|__segments__stored_fields_memory_in_bytes","indices__nse__|__segments__term_vectors_memory_in_bytes","indices__nse__|__segments__norms_memory_in_bytes","indices__nse__|__segments__points_memory_in_bytes","indices__nse__|__segments__doc_values_memory_in_bytes","indices__nse__|__segments__index_writer_memory_in_bytes","indices__nse__|__segments__version_map_memory_in_bytes","indices__nse__|__segments__fixed_bit_set_memory_in_bytes","indices__nse__|__segments__max_unsafe_auto_id_timestamp","indices__nse__|__translog__operations","indices__nse__|__translog__size_in_bytes","indices__nse__|__translog__uncommitted_operations","indices__nse__|__translog__uncommitted_size_in_bytes","indices__nse__|__translog__earliest_last_modified_age","indices__nse__|__request_cache__memory_size_in_bytes","indices__nse__|__request_cache__evictions","indices__nse__|__request_cache__hit_count","indices__nse__|__request_cache__miss_count","indices__nse__|__recovery__current_as_source","indices__nse__|__recovery__current_as_target","indices__nse__|__recovery__throttle_time_in_millis"
"10","10","0","primaries","2563","1","571483","75324","14716","0","0","6531","257","0","0","False","0","0","0","0","0","0","0","0","0","21263","5209","0","3845","1304","0","111","7470709","0","0","0","0","0","0","0","0","0","0","0","0","0","104857600","327","6832","0","50","0","598","0","222","28","0","0","0","0","0","0","0","0","0","0","5","25980","21467","1568","0","2560","5","380","0","0","0","-1","9095","1059187","0","275","0","0","0","0","0","0","0","0","primaries","2563","1","571483","75324","14716","0","0","6531","257","0","0","False","0","0","0","0","0","0","0","0","0","21263","5209","0","3845","1304","0","111","7470709","0","0","0","0","0","0","0","0","0","0","0","0","0","104857600","327","6832","0","50","0","598","0","222","28","0","0","0","0","0","0","0","0","0","0","5","25980","21467","1568","0","2560","5","380","0","0","0","-1","9095","1059187","0","275","0","0","0","0","0","0","0","0"
"","","","total","5126","2","1142966","150648","25203","0","0","13062","546","0","0","False","0","0","0","0","0","0","0","0","0","40730","10113","0","7368","2508","0","225","15178307","0","0","0","0","0","0","0","0","0","0","0","0","0","209715200","653","11249","0","100","0","1181","0","442","39","0","0","0","0","0","0","0","0","0","0","10","51960","42934","3136","0","5120","10","760","0","0","0","-1","18190","2118374","0","550","0","0","0","0","0","0","0","0","total","5126","2","1142966","150648","25203","0","0","13062","546","0","0","False","0","0","0","0","0","0","0","0","0","40730","10113","0","7368","2508","0","225","15178307","0","0","0","0","0","0","0","0","0","0","0","0","0","209715200","653","11249","0","100","0","1181","0","442","39","0","0","0","0","0","0","0","0","0","0","10","51960","42934","3136","0","5120","10","760","0","0","0","-1","18190","2118374","0","550","0","0","0","0","0","0","0","0"
